,number,value,datetime_start,datetime_complete,duration,params_Bayes_prior_positive,params_Bayes_var_smoothing,params_GB_ccp_alpha,params_GB_criterion,params_GB_learning_rate,params_GB_loss,params_GB_max_depth,params_GB_max_features,params_GB_min_impurity_decrease,params_GB_min_samples_leaf,params_GB_min_samples_split,params_GB_n_estimators,params_GB_subsample,params_GB_tol,params_GB_validation_fraction,params_Method,params_SVM_C,params_SVM_coef0,params_SVM_decision_function_shape,params_SVM_degree,params_SVM_gamma,params_SVM_kernel,params_SVM_shrinking,params_SVM_tol,params_Tree_ccp_alpha,params_Tree_criterion,params_Tree_max_features,params_Tree_min_impurity_decrease,params_Tree_min_samples_leaf,params_Tree_min_samples_split,params_Tree_min_weight_fraction_leaf,params_Tree_splitter,params_kNN_algorithm,params_kNN_leaf_size,params_kNN_n_neighbors,params_kNN_p,params_kNN_weights,state
100,100,0.8690740740740741,2023-03-02 00:30:20.908706,2023-03-02 00:30:21.092215,0 days 00:00:00.183509,0.13181185958158065,0.10244787089640801,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
101,101,0.8666666666666667,2023-03-02 00:30:20.922705,2023-03-02 00:30:21.083215,0 days 00:00:00.160510,0.008465952503059399,0.25389925116708817,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
102,102,0.8692592592592593,2023-03-02 00:30:20.996214,2023-03-02 00:30:21.124216,0 days 00:00:00.128002,0.12168664677202617,0.09989407131759395,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
103,103,0.8690740740740741,2023-03-02 00:30:21.038215,2023-03-02 00:30:21.147216,0 days 00:00:00.109001,0.12427152237810221,0.101317256479846,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
104,104,0.8690740740740741,2023-03-02 00:30:21.092215,2023-03-02 00:30:21.187215,0 days 00:00:00.095000,0.09811673658613711,0.030352985666911123,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
105,105,0.8685185185185185,2023-03-02 00:30:21.097215,2023-03-02 00:30:21.212218,0 days 00:00:00.115003,0.09473153060569804,0.041578658793338386,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
106,106,0.8690740740740741,2023-03-02 00:30:21.102216,2023-03-02 00:30:21.207215,0 days 00:00:00.104999,0.10025939656644227,0.14339337073012653,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
107,107,0.8687037037037038,2023-03-02 00:30:21.129214,2023-03-02 00:30:21.237227,0 days 00:00:00.108013,0.10008638227499239,0.03596246805039344,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
108,108,0.8688888888888889,2023-03-02 00:30:21.150215,2023-03-02 00:30:21.256226,0 days 00:00:00.106011,0.09453873212480643,0.13780145093351992,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
109,109,0.8692592592592594,2023-03-02 00:30:21.190216,2023-03-02 00:30:21.306226,0 days 00:00:00.116010,0.167620662728811,0.11027412319922889,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
110,110,0.8694444444444445,2023-03-02 00:30:21.214215,2023-03-02 00:30:21.316226,0 days 00:00:00.102011,0.0009115083404299118,0.08850477923819283,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
111,111,0.8692592592592593,2023-03-02 00:30:21.222215,2023-03-02 00:30:21.335551,0 days 00:00:00.113336,0.16419046513925672,0.09391694512059795,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
112,112,0.8690740740740741,2023-03-02 00:30:21.242225,2023-03-02 00:30:21.347731,0 days 00:00:00.105506,0.16300528127370975,0.08061134442354691,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
113,113,0.8692592592592593,2023-03-02 00:30:21.261226,2023-03-02 00:30:21.389709,0 days 00:00:00.128483,0.16204059379586466,0.09441049210259522,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
114,114,0.8690740740740741,2023-03-02 00:30:21.280226,2023-03-02 00:30:21.410709,0 days 00:00:00.130483,0.1694625403512677,0.07896283491222238,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
115,115,0.8692592592592593,2023-03-02 00:30:21.309226,2023-03-02 00:30:21.436709,0 days 00:00:00.127483,0.1759925645493699,0.09368459311006778,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
116,116,0.8687037037037038,2023-03-02 00:30:21.321225,2023-03-02 00:30:21.456985,0 days 00:00:00.135760,0.17869091788794822,0.08300419055179219,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
117,117,0.5,2023-03-02 00:30:21.337551,2023-03-02 00:30:21.389709,0 days 00:00:00.052158,,,,,,,,,,,,,,,,Tree,,,,,,,,,601.633784014655,entropy,0.01959262365268266,707.0737507351472,0.08083915069631104,0.983032598230004,0.340579781543922,random,,,,,,COMPLETE
118,118,0.8692592592592593,2023-03-02 00:30:21.349848,2023-03-02 00:30:21.473985,0 days 00:00:00.124137,0.17373276032255253,0.002428935157108278,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
119,119,0.8690740740740741,2023-03-02 00:30:21.394713,2023-03-02 00:30:21.498986,0 days 00:00:00.104273,0.17320005182209985,0.0048293863329174486,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
120,120,0.8688888888888889,2023-03-02 00:30:21.407712,2023-03-02 00:30:21.517988,0 days 00:00:00.110276,0.18471004862257182,0.006864050851042275,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
121,121,0.8683333333333334,2023-03-02 00:30:21.415709,2023-03-02 00:30:21.532985,0 days 00:00:00.117276,0.1798065928977215,0.04988512923433884,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
122,122,0.8681481481481481,2023-03-02 00:30:21.439709,2023-03-02 00:30:21.556986,0 days 00:00:00.117277,0.1917457535598212,0.05374781381592746,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
123,123,0.8681481481481481,2023-03-02 00:30:21.461986,2023-03-02 00:30:21.567984,0 days 00:00:00.105998,0.19664601272780263,0.052147881237842954,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
124,124,0.8685185185185185,2023-03-02 00:30:21.476985,2023-03-02 00:30:21.584985,0 days 00:00:00.108000,0.18485126979136698,0.04578675886125701,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
125,125,0.8681481481481481,2023-03-02 00:30:21.506985,2023-03-02 00:30:21.611985,0 days 00:00:00.105000,0.19813858157159908,0.06006034912334096,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
126,126,0.8694444444444445,2023-03-02 00:30:21.520985,2023-03-02 00:30:21.636984,0 days 00:00:00.115999,0.25419411152139676,0.09546814047157863,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
127,127,0.8694444444444445,2023-03-02 00:30:21.536985,2023-03-02 00:30:21.633987,0 days 00:00:00.097002,0.2536867741316119,0.09502478272420996,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
128,128,0.8694444444444445,2023-03-02 00:30:21.560986,2023-03-02 00:30:21.692293,0 days 00:00:00.131307,0.12595335792174503,0.08859729170581125,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
129,129,0.8692592592592593,2023-03-02 00:30:21.573989,2023-03-02 00:30:21.691290,0 days 00:00:00.117301,0.26094959474941026,0.08746306145766354,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
130,130,0.8690740740740741,2023-03-02 00:30:21.589985,2023-03-02 00:30:21.729289,0 days 00:00:00.139304,0.2666258141719727,0.10367722541387721,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
131,131,0.8694444444444445,2023-03-02 00:30:21.617987,2023-03-02 00:30:21.765290,0 days 00:00:00.147303,0.2579664393708387,0.09452640602671111,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
132,132,0.7726851851851851,2023-03-02 00:30:21.638985,2023-03-02 00:30:21.921303,0 days 00:00:00.282318,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,kd_tree,333.0,162.0,735.0,uniform,COMPLETE
133,133,0.7902777777777777,2023-03-02 00:30:21.641985,2023-03-02 00:30:21.877954,0 days 00:00:00.235969,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,kd_tree,165.0,115.0,719.0,uniform,COMPLETE
134,134,0.7912037037037039,2023-03-02 00:30:21.695290,2023-03-02 00:30:21.869953,0 days 00:00:00.174663,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,kd_tree,460.0,135.0,704.0,uniform,COMPLETE
135,135,0.8690740740740741,2023-03-02 00:30:21.705293,2023-03-02 00:30:21.836290,0 days 00:00:00.130997,0.07519863591510717,0.14629537333991155,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
136,136,0.783888888888889,2023-03-02 00:30:21.741289,2023-03-02 00:30:21.938303,0 days 00:00:00.197014,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,kd_tree,176.0,128.0,726.0,uniform,COMPLETE
137,137,0.7793518518518519,2023-03-02 00:30:21.775290,2023-03-02 00:30:21.965303,0 days 00:00:00.190013,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,kd_tree,458.0,136.0,733.0,uniform,COMPLETE
138,138,0.8055555555555555,2023-03-02 00:30:21.839292,2023-03-02 00:30:21.991303,0 days 00:00:00.152011,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,kd_tree,173.0,115.0,675.0,uniform,COMPLETE
139,139,0.8694444444444445,2023-03-02 00:30:21.872956,2023-03-02 00:30:21.952303,0 days 00:00:00.079347,0.24236750433976345,0.09086145650544174,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
140,140,0.8694444444444445,2023-03-02 00:30:21.881954,2023-03-02 00:30:21.975303,0 days 00:00:00.093349,0.12948269485476493,0.09509438393057877,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
141,141,0.8685185185185185,2023-03-02 00:30:21.923303,2023-03-02 00:30:22.034561,0 days 00:00:00.111258,0.12068502123920588,0.07043467638141601,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
142,142,0.8690740740740741,2023-03-02 00:30:21.940303,2023-03-02 00:30:22.052563,0 days 00:00:00.112260,0.11854257044419475,0.02639212349607556,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
143,143,0.8685185185185185,2023-03-02 00:30:21.954303,2023-03-02 00:30:22.073564,0 days 00:00:00.119261,0.24667800449402738,0.06777249754442212,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
144,144,0.8688888888888888,2023-03-02 00:30:21.972303,2023-03-02 00:30:22.105593,0 days 00:00:00.133290,0.24257864247218003,0.1578382427781802,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
145,145,0.8690740740740741,2023-03-02 00:30:21.978306,2023-03-02 00:30:22.097593,0 days 00:00:00.119287,0.12501583213962325,0.15340527320183067,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
146,146,0.8690740740740741,2023-03-02 00:30:21.996562,2023-03-02 00:30:22.135594,0 days 00:00:00.139032,0.24365340995829982,0.02316217972433464,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
147,147,0.5,2023-03-02 00:30:22.039561,2023-03-02 00:30:22.108592,0 days 00:00:00.069031,,,,,,,,,,,,,,,,SVM,61.71704306536244,29.60060242549091,ovo,,scale,sigmoid,True,0.4537562206640807,,,,,,,,,,,,,,COMPLETE
148,148,0.8692592592592593,2023-03-02 00:30:22.055562,2023-03-02 00:30:22.179594,0 days 00:00:00.124032,0.24582158047904648,0.09964802177315332,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
149,149,0.8690740740740741,2023-03-02 00:30:22.083594,2023-03-02 00:30:22.188593,0 days 00:00:00.104999,0.2978332480548675,0.11479211358946272,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
150,150,0.8692592592592594,2023-03-02 00:30:22.102594,2023-03-02 00:30:22.210595,0 days 00:00:00.108001,0.14832172102106045,0.10854963392166257,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
151,151,0.8692592592592593,2023-03-02 00:30:22.114592,2023-03-02 00:30:22.218595,0 days 00:00:00.104003,0.2819442756684717,0.10578914513634088,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
152,152,0.8692592592592593,2023-03-02 00:30:22.123592,2023-03-02 00:30:22.227595,0 days 00:00:00.104003,0.27930473554889934,0.09843725840622365,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
153,153,0.8690740740740741,2023-03-02 00:30:22.142593,2023-03-02 00:30:22.237592,0 days 00:00:00.094999,0.28726754840901036,0.11265271976374462,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
154,154,0.8688888888888888,2023-03-02 00:30:22.184594,2023-03-02 00:30:22.349593,0 days 00:00:00.164999,0.14101727623634752,0.07339998808126275,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
155,155,0.8688888888888888,2023-03-02 00:30:22.193593,2023-03-02 00:30:22.346593,0 days 00:00:00.153000,0.14638351670159672,0.07557275685178354,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
156,156,0.5,2023-03-02 00:30:22.215596,2023-03-02 00:30:22.301592,0 days 00:00:00.085996,,,,,,,,,,,,,,,,Tree,,,,,,,,,228.36401528785592,gini,0.4646436865516136,313.82992295246845,0.27274843700606616,0.6865499954434027,0.1683157562733506,random,,,,,,COMPLETE
157,157,0.5,2023-03-02 00:30:22.225595,2023-03-02 00:30:22.311592,0 days 00:00:00.085997,,,,,,,,,,,,,,,,Tree,,,,,,,,,234.10916290489973,gini,0.5062941917607676,338.3978898466279,0.2736327470298484,0.6956442714980979,0.17567547052606447,random,,,,,,COMPLETE
158,158,0.8690740740740741,2023-03-02 00:30:22.233593,2023-03-02 00:30:22.381592,0 days 00:00:00.147999,0.14772930511640256,0.07907690974382776,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
159,159,0.8688888888888888,2023-03-02 00:30:22.254593,2023-03-02 00:30:22.399593,0 days 00:00:00.145000,0.1481585579978935,0.07434200184181106,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
160,160,0.8690740740740741,2023-03-02 00:30:22.305595,2023-03-02 00:30:22.420592,0 days 00:00:00.114997,0.15025387080712876,0.1282171104038775,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
161,161,0.8692592592592592,2023-03-02 00:30:22.314594,2023-03-02 00:30:22.438593,0 days 00:00:00.123999,0.14521241383393407,0.12671441372328685,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
162,162,0.8690740740740741,2023-03-02 00:30:22.350593,2023-03-02 00:30:22.462593,0 days 00:00:00.112000,0.0693073343088254,0.12855561807686125,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
163,163,0.8692592592592592,2023-03-02 00:30:22.354592,2023-03-02 00:30:22.466593,0 days 00:00:00.112001,0.21058177648099455,0.12413654347674712,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
164,164,0.8690740740740741,2023-03-02 00:30:22.384592,2023-03-02 00:30:22.499593,0 days 00:00:00.115001,0.0779857812177781,0.024629649432617286,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
165,165,0.8690740740740741,2023-03-02 00:30:22.408592,2023-03-02 00:30:22.519593,0 days 00:00:00.111001,0.20740040912375135,0.025178030553943263,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
166,166,0.8690740740740741,2023-03-02 00:30:22.424592,2023-03-02 00:30:22.540592,0 days 00:00:00.116000,0.2141613886346797,0.024306362144785876,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
167,167,0.8681481481481481,2023-03-02 00:30:22.440592,2023-03-02 00:30:22.547593,0 days 00:00:00.107001,0.07854208877749205,0.055822299850650056,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
168,168,0.8694444444444445,2023-03-02 00:30:22.468594,2023-03-02 00:30:22.583594,0 days 00:00:00.115000,0.11422484260472139,0.09177910052447212,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
169,169,0.8692592592592593,2023-03-02 00:30:22.471593,2023-03-02 00:30:22.590594,0 days 00:00:00.119001,0.11893375461690575,0.09297166617919751,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
170,170,0.8694444444444445,2023-03-02 00:30:22.503592,2023-03-02 00:30:22.617593,0 days 00:00:00.114001,0.11762697175519407,0.08880916805289826,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
171,171,0.8694444444444445,2023-03-02 00:30:22.525593,2023-03-02 00:30:22.649592,0 days 00:00:00.123999,0.11381588171858523,0.09502869125629197,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
172,172,0.867962962962963,2023-03-02 00:30:22.544595,2023-03-02 00:30:22.672107,0 days 00:00:00.127512,0.11550915147720682,0.1598247804118827,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
173,173,0.8681481481481481,2023-03-02 00:30:22.553592,2023-03-02 00:30:22.659107,0 days 00:00:00.105515,0.11206877843793286,0.05553197157994346,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
174,174,0.8677777777777778,2023-03-02 00:30:22.587597,2023-03-02 00:30:22.705108,0 days 00:00:00.117511,0.10668423056161183,0.16117146180658112,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
175,175,0.8681481481481481,2023-03-02 00:30:22.597592,2023-03-02 00:30:22.701107,0 days 00:00:00.103515,0.029479982975757046,0.053140779249065705,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
176,176,0.8677777777777778,2023-03-02 00:30:22.620593,2023-03-02 00:30:22.728107,0 days 00:00:00.107514,0.02157698966212901,0.16277185361988222,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
177,177,0.8690740740740741,2023-03-02 00:30:22.656110,2023-03-02 00:30:22.765195,0 days 00:00:00.109085,0.10006675941603257,0.14375981819338807,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
178,178,0.8694444444444445,2023-03-02 00:30:22.665109,2023-03-02 00:30:22.773109,0 days 00:00:00.108000,0.05599143688250876,0.10810907516481244,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
179,179,0.8690740740740741,2023-03-02 00:30:22.676107,2023-03-02 00:30:22.782109,0 days 00:00:00.106002,0.09025816183588894,0.10436815105710132,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
180,180,0.8692592592592594,2023-03-02 00:30:22.681109,2023-03-02 00:30:22.787106,0 days 00:00:00.105997,0.0889870183691583,0.11034497913064771,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
181,181,0.8690740740740741,2023-03-02 00:30:22.706107,2023-03-02 00:30:22.850107,0 days 00:00:00.144000,0.058758187566900925,0.11448254804658396,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
182,182,0.8690740740740741,2023-03-02 00:30:22.712111,2023-03-02 00:30:22.848106,0 days 00:00:00.135995,0.08650426925462014,0.11140655269071095,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
183,183,0.8692592592592594,2023-03-02 00:30:22.735106,2023-03-02 00:30:22.854107,0 days 00:00:00.119001,0.05465717970804669,0.10874402871709458,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
184,184,0.8383333333333334,2023-03-02 00:30:22.769107,2023-03-02 00:30:22.849107,0 days 00:00:00.080000,,,,,,,,,,,,,,,,SVM,3.604892163860498,,ovr,,scale,rbf,True,0.6872858777899997,,,,,,,,,,,,,,COMPLETE
185,185,0.8357407407407407,2023-03-02 00:30:22.781110,2023-03-02 00:30:22.875839,0 days 00:00:00.094729,,,,,,,,,,,,,,,,SVM,4.64070212024933,,ovr,,scale,rbf,False,0.659322077146542,,,,,,,,,,,,,,COMPLETE
186,186,0.8540740740740741,2023-03-02 00:30:22.788106,2023-03-02 00:30:22.888836,0 days 00:00:00.100730,,,,,,,,,,,,,,,,SVM,1.498257529002558,,ovo,,auto,rbf,False,0.6067945391482144,,,,,,,,,,,,,,COMPLETE
187,187,0.8435185185185184,2023-03-02 00:30:22.793106,2023-03-02 00:30:22.887835,0 days 00:00:00.094729,,,,,,,,,,,,,,,,SVM,1.8122085742187366,,ovr,,scale,rbf,False,0.6768021758527758,,,,,,,,,,,,,,COMPLETE
188,188,0.8688888888888888,2023-03-02 00:30:22.852107,2023-03-02 00:30:22.956836,0 days 00:00:00.104729,0.06562618836002135,0.08461600277745288,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
189,189,0.8694444444444445,2023-03-02 00:30:22.855106,2023-03-02 00:30:22.958837,0 days 00:00:00.103731,0.056062661221028376,0.08835559875489281,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
190,190,0.8688888888888888,2023-03-02 00:30:22.862866,2023-03-02 00:30:22.974836,0 days 00:00:00.111970,0.04568752824217401,0.0854331349268018,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
191,191,0.8688888888888889,2023-03-02 00:30:22.871836,2023-03-02 00:30:22.961836,0 days 00:00:00.090000,0.05164931004170485,0.0822606845767795,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
192,192,0.8688888888888888,2023-03-02 00:30:22.885836,2023-03-02 00:30:22.960837,0 days 00:00:00.075001,0.06045410787475175,0.08550901921309709,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
193,193,0.8688888888888889,2023-03-02 00:30:22.889837,2023-03-02 00:30:22.995836,0 days 00:00:00.105999,0.04769538675752331,0.08180192486576915,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
194,194,0.8688888888888888,2023-03-02 00:30:22.897838,2023-03-02 00:30:23.001835,0 days 00:00:00.103997,0.00021721351017274515,0.08428435785082133,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
195,195,0.8690740740740741,2023-03-02 00:30:22.962836,2023-03-02 00:30:23.070846,0 days 00:00:00.108010,0.012868205261261131,0.14134755433278134,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
196,196,0.8681481481481481,2023-03-02 00:30:22.964836,2023-03-02 00:30:23.082846,0 days 00:00:00.118010,0.021897289826688482,0.058257481761494916,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
197,197,0.8688888888888889,2023-03-02 00:30:22.969838,2023-03-02 00:30:23.070846,0 days 00:00:00.101008,0.014716891816816804,0.14014900341641878,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
198,198,0.8688888888888889,2023-03-02 00:30:22.979836,2023-03-02 00:30:23.114850,0 days 00:00:00.135014,0.1280435499261211,0.1353067664146023,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
199,199,0.8688888888888889,2023-03-02 00:30:22.987838,2023-03-02 00:30:23.096846,0 days 00:00:00.109008,0.12343876861747494,0.13609030925503995,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
200,200,0.8688888888888889,2023-03-02 00:30:23.002835,2023-03-02 00:30:23.101846,0 days 00:00:00.099011,0.1336924722289106,0.13506319297913946,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
201,201,0.8690740740740741,2023-03-02 00:30:23.005835,2023-03-02 00:30:23.114850,0 days 00:00:00.109015,0.13364322090034297,0.14252357772213098,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
202,202,0.8692592592592594,2023-03-02 00:30:23.075846,2023-03-02 00:30:23.184847,0 days 00:00:00.109001,0.13397701412549087,0.11085342310208467,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
203,203,0.8692592592592594,2023-03-02 00:30:23.088846,2023-03-02 00:30:23.207847,0 days 00:00:00.119001,0.13099303234738835,0.11045244962911263,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
204,204,0.8690740740740741,2023-03-02 00:30:23.091846,2023-03-02 00:30:23.203847,0 days 00:00:00.112001,0.13489720011627135,0.1122811871124875,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
205,205,0.8690740740740741,2023-03-02 00:30:23.103846,2023-03-02 00:30:23.213848,0 days 00:00:00.110002,0.08699834746621113,0.11638445587164505,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
206,206,0.8690740740740741,2023-03-02 00:30:23.110847,2023-03-02 00:30:23.204848,0 days 00:00:00.094001,0.0841907655559829,0.1117026785288694,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
207,207,0.8690740740740741,2023-03-02 00:30:23.117848,2023-03-02 00:30:23.243846,0 days 00:00:00.125998,0.08420932071285442,0.11173759557788364,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
208,208,0.8690740740740741,2023-03-02 00:30:23.126846,2023-03-02 00:30:23.236846,0 days 00:00:00.110000,0.10086006084085346,0.11277176309410686,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
209,209,0.8681481481481481,2023-03-02 00:30:23.186847,2023-03-02 00:30:23.306847,0 days 00:00:00.120000,0.16146901639730377,0.05984594633754815,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
